Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shahidbagh,"23.742568085752026, 90.42000928276717"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shahinbagh,"23.770207365917933, 90.39216831252685"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shahjadpur,"23.791699886032266, 90.42491413547074"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shahjahanpur,"23.744426914931378, 90.42353959302136"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shakhari Bazar,"23.710126004019056, 90.40968349492377"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shanir Akhra,"23.699506380859372, 90.45290987467429"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shankar,"23.750878640826883, 90.36846011026877"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shantibagh,"23.74526768465952, 90.41855520857388"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shapla Chattar,"23.726744038603808, 90.42164096026795"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shegunbagicha,"23.73366168283537, 90.40729600827689"
Jashimuddin,"23.861451280586365, 90.39561934572605",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635"
Jashimuddin,"23.861451280586365, 90.39561934572605",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shewrapara,"23.79094369753041, 90.37486012421229"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shiddhirganj,"23.689641810056496, 90.48395242561817"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shishu Hospital,"23.774720021541565, 90.3696989138121"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shobujbagh,"23.738909741056833, 90.42960696421137"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shoinik Club,"23.791356222216844, 90.39944605687872"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shyamoli,"23.77090557917849, 90.36384806528564"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shyamoli Square,"23.77483882749372, 90.36544631026956"
Jashimuddin,"23.861451280586365, 90.39561934572605",Shyampur,"23.684833927532342, 90.44638375214089"
Jashimuddin,"23.861451280586365, 90.39561934572605",Signboard,"23.69196098222184, 90.48136792492541"
Jashimuddin,"23.861451280586365, 90.39561934572605",Sony Cinema Hall,"23.800596723356385, 90.35531993725503"
Jashimuddin,"23.861451280586365, 90.39561934572605",Square Hospital,"23.75311200932124, 90.381378314238"
Jashimuddin,"23.861451280586365, 90.39561934572605",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964"
Jashimuddin,"23.861451280586365, 90.39561934572605",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168"
Jashimuddin,"23.861451280586365, 90.39561934572605",Sutrapur,"23.712143135744196, 90.41996290601092"
Jashimuddin,"23.861451280586365, 90.39561934572605",Tajmahal Road,"23.76483026537131, 90.36213213725384"
Jashimuddin,"23.861451280586365, 90.39561934572605",Tara Masjid,"23.716170089051165, 90.40181039294609"
Jashimuddin,"23.861451280586365, 90.39561934572605",Technical,"23.78149787280003, 90.35246112771259"
Jashimuddin,"23.861451280586365, 90.39561934572605",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859"
Jashimuddin,"23.861451280586365, 90.39561934572605",Tejturi Bazar,"23.75623497189328, 90.39215451399026"
Jashimuddin,"23.861451280586365, 90.39561934572605",Town Hall,"23.759739816492644, 90.36581120314878"
Jashimuddin,"23.861451280586365, 90.39561934572605",TSC,"23.739363547539245, 90.39468747407993"
Jashimuddin,"23.861451280586365, 90.39561934572605",UIU,"23.798010494541813, 90.44969926609087"
Jashimuddin,"23.861451280586365, 90.39561934572605",Ulon,"23.763986452595397, 90.41828430393944"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttar Khan,"23.87273827035963, 90.44776664806828"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 1,"23.858105043986644, 90.4009780758213"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 10,"23.884070392009892, 90.38850341801871"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 11,"23.876169717607542, 90.38720611542203"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 12,"23.871433256654242, 90.38108824654972"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 13,"23.871433256654242, 90.38778814644556"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 14,"23.867765343508758, 90.38695906184307"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 15,"23.861049813204456, 90.37215101665535"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 16,"23.86851637822715, 90.35483474999478"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 17,"23.846880750905903, 90.36485540817216"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 18,"23.855123330036513, 90.35777437647893"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 4,"23.86243003091632, 90.40464203326769"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 5,"23.864761239707796, 90.38997472577391"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 6,"23.87139236941201, 90.40429178390336"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 7,"23.871372679180478, 90.39748761634495"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 8,"23.87642523160438, 90.4027025919781"
Jashimuddin,"23.861451280586365, 90.39561934572605",Uttara 9,"23.877220546364615, 90.39735842321328"
Jashimuddin,"23.861451280586365, 90.39561934572605",Vasantek,"23.807074919411175, 90.38923645387413"
Jashimuddin,"23.861451280586365, 90.39561934572605",Wapda,"23.724329299083337, 90.42172598970535"
Jashimuddin,"23.861451280586365, 90.39561934572605",Wari,"23.717804321750464, 90.41799751045865"
Jatrabari,"23.711063418981738, 90.43385801072442",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546"
Jatrabari,"23.711063418981738, 90.43385801072442",Joar Shahara,"23.816926903931567, 90.41893947305115"
Jatrabari,"23.711063418981738, 90.43385801072442",Jolshiri,"23.81007584228034, 90.49972692490695"
Jatrabari,"23.711063418981738, 90.43385801072442",Jurain,"23.687962263046284, 90.44262322792174"
Jatrabari,"23.711063418981738, 90.43385801072442",Kachpur,"23.705897322044212, 90.5213581626828"
Jatrabari,"23.711063418981738, 90.43385801072442",Kakrail,"23.7387925105459, 90.40645995663675"
Jatrabari,"23.711063418981738, 90.43385801072442",Kalabagan,"23.74959719710081, 90.3830759033639"
Jatrabari,"23.711063418981738, 90.43385801072442",Kallyanpur,"23.782258253681352, 90.35961198040336"
Jatrabari,"23.711063418981738, 90.43385801072442",Kalshi,"23.823541313441375, 90.37015398606336"
Jatrabari,"23.711063418981738, 90.43385801072442",Kamal Ataturk,"23.794078210371698, 90.40521536212151"
Jatrabari,"23.711063418981738, 90.43385801072442",Kamalapur,"23.733821343489772, 90.42606349885396"
Jatrabari,"23.711063418981738, 90.43385801072442",Kamrangirchar,"23.717770186971897, 90.36671103349613"
Jatrabari,"23.711063418981738, 90.43385801072442",Kawla,"23.845905008479725, 90.42007168933524"
Jatrabari,"23.711063418981738, 90.43385801072442",Karwan Bazar,"23.75238303755729, 90.39412694572513"
Jatrabari,"23.711063418981738, 90.43385801072442",Katabon,"23.737077270043894, 90.3872181292236"
Jatrabari,"23.711063418981738, 90.43385801072442",Kazipara,"23.80025882562028, 90.37172893669218"
Jatrabari,"23.711063418981738, 90.43385801072442",Keraniganj,"23.701260609497933, 90.39758820710036"
Jatrabari,"23.711063418981738, 90.43385801072442",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523"
Jatrabari,"23.711063418981738, 90.43385801072442",Khilgaon,"23.75084886751309, 90.42072538370277"
Jatrabari,"23.711063418981738, 90.43385801072442",Khilkhet,"23.831595302049916, 90.42442916348189"
Jatrabari,"23.711063418981738, 90.43385801072442",Kochukhet,"23.793829172704154, 90.3899307599325"
Jatrabari,"23.711063418981738, 90.43385801072442",Kuril,"23.819103914136477, 90.42182338455416"
Jatrabari,"23.711063418981738, 90.43385801072442",Kuril Flyover,"23.82144157155741, 90.4192998630174"
Jatrabari,"23.711063418981738, 90.43385801072442",Kurmitola,"23.849581476455512, 90.40692877671945"
Jatrabari,"23.711063418981738, 90.43385801072442",Labaid Gulshan,"23.79568677446299, 90.41290757246027"
Jatrabari,"23.711063418981738, 90.43385801072442",Lalbagh,"23.718285441137922, 90.38666292370905"
Jatrabari,"23.711063418981738, 90.43385801072442",Lalbagh Fort,"23.719076575141052, 90.38811667958046"
Jatrabari,"23.711063418981738, 90.43385801072442",Lalmatia,"23.756310855321406, 90.36826726840225"
Jatrabari,"23.711063418981738, 90.43385801072442",Le Meridian,"23.836505783720128, 90.41820316827958"
Jatrabari,"23.711063418981738, 90.43385801072442",Linked Road,"23.74588618408847, 90.39368209492494"
Jatrabari,"23.711063418981738, 90.43385801072442",Madani Avenue,"23.796522119458537, 90.41892630380953"
Jatrabari,"23.711063418981738, 90.43385801072442",Malibagh,"23.748206666885658, 90.41264211577844"
Jatrabari,"23.711063418981738, 90.43385801072442",Manikdi,"23.82593570985342, 90.39192385561175"
Jatrabari,"23.711063418981738, 90.43385801072442",Maniknagar,"23.72485081206341, 90.43458203803982"
Jatrabari,"23.711063418981738, 90.43385801072442",Matikata,"23.820603531946713, 90.3904670372557"
Jatrabari,"23.711063418981738, 90.43385801072442",Matuail,"23.705993968841632, 90.462391270285"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 1,"23.799924575462516, 90.35540223205751"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 10,"23.80719467382045, 90.36908602159754"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 11,"23.818240932283558, 90.36712425455856"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 12,"23.82880505133161, 90.36427498908792"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 13,"23.81020599380865, 90.37763021591611"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 14,"23.798882729366266, 90.38675997138121"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 2,"23.807688826153495, 90.35653333865862"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur 6,"23.813477192366605, 90.3627958992709"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur Cantonment,"23.837133408249617, 90.36306303096637"
Jatrabari,"23.711063418981738, 90.43385801072442",Mirpur DOHS,"23.836393407300772, 90.36762887451556"
Jatrabari,"23.711063418981738, 90.43385801072442",Mitford Hospital,"23.710241130066684, 90.40146387971537"
Jatrabari,"23.711063418981738, 90.43385801072442",Moghbazar,"23.749429419450692, 90.40863148744401"
Jatrabari,"23.711063418981738, 90.43385801072442",Mohakhali,"23.777854677596434, 90.40604839490996"
Jatrabari,"23.711063418981738, 90.43385801072442",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783"
Jatrabari,"23.711063418981738, 90.43385801072442",Mohakhali DOHS,"23.78278751597978, 90.39544927255388"
Jatrabari,"23.711063418981738, 90.43385801072442",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746"
Jatrabari,"23.711063418981738, 90.43385801072442",Mohammadpur,"23.7663733521534, 90.35838993349377"
Jatrabari,"23.711063418981738, 90.43385801072442",Mohanogor Project,"23.76520526494669, 90.41386759492562"
Jatrabari,"23.711063418981738, 90.43385801072442",Monipuripara,"23.761551705506246, 90.38597592588681"
Jatrabari,"23.711063418981738, 90.43385801072442",Motijheel,"23.73295803071134, 90.41707926909248"
Jatrabari,"23.711063418981738, 90.43385801072442",Nabinagar Housing,"23.75914645303138, 90.34560142302898"
Jatrabari,"23.711063418981738, 90.43385801072442",Nakhalpara,"23.770702222003415, 90.39587895540527"
Jatrabari,"23.711063418981738, 90.43385801072442",Narinda,"23.710683127844753, 90.4205271484302"
Jatrabari,"23.711063418981738, 90.43385801072442",National Parliament House,"23.781019112967787, 90.37248560043007"
Jatrabari,"23.711063418981738, 90.43385801072442",National Zoo,"23.812385215219862, 90.34698481856312"
Jatrabari,"23.711063418981738, 90.43385801072442",Naya Paltan,"23.73459027801036, 90.41371487931436"
Jatrabari,"23.711063418981738, 90.43385801072442",Nayabazar,"23.714576772747364, 90.40403403484302"
Jatrabari,"23.711063418981738, 90.43385801072442",Neela Market,"23.834332197507432, 90.48479783910751"
Jatrabari,"23.711063418981738, 90.43385801072442",New market,"23.733306698256296, 90.38374538295768"
Jatrabari,"23.711063418981738, 90.43385801072442",Niketan,"23.773793555853857, 90.41078375783205"
Jatrabari,"23.711063418981738, 90.43385801072442",Nikunja 1,"23.8236800918188, 90.41841129675434"
Jatrabari,"23.711063418981738, 90.43385801072442",Nikunja 2,"23.83279861213574, 90.4167626340228"
Jatrabari,"23.711063418981738, 90.43385801072442",Nilkhet,"23.733133076092567, 90.3850766157467"
Jatrabari,"23.711063418981738, 90.43385801072442",Nondipara,"23.74890023609504, 90.4516215631702"
Jatrabari,"23.711063418981738, 90.43385801072442",Noor jahan Road,"23.760621916497936, 90.36176280206402"
Jatrabari,"23.711063418981738, 90.43385801072442",North South University,"23.815277538796973, 90.42547076424017"
Jatrabari,"23.711063418981738, 90.43385801072442",Notun Bazar,"23.79749348795045, 90.4237139801499"
Jatrabari,"23.711063418981738, 90.43385801072442",Nurer Chala,"23.79698754317488, 90.43246902253573"
Jatrabari,"23.711063418981738, 90.43385801072442",Osmani Udyan,"23.726089169424984, 90.40874238698586"
Jatrabari,"23.711063418981738, 90.43385801072442",Paikpara,"23.788177611156954, 90.35952730098612"
Jatrabari,"23.711063418981738, 90.43385801072442",South Paikpara,"23.78462149665584, 90.36446150123909"
Jatrabari,"23.711063418981738, 90.43385801072442",Middle Paikpara,"23.790614891870728, 90.35924347530785"
Jatrabari,"23.711063418981738, 90.43385801072442",Pallabi,"23.82844698990871, 90.36095211527795"
Jatrabari,"23.711063418981738, 90.43385801072442",PG Hospital,"23.73895782109403, 90.39362466608887"
Jatrabari,"23.711063418981738, 90.43385801072442",Pink City,"23.83108145334089, 90.46282734754803"
Jatrabari,"23.711063418981738, 90.43385801072442",Police Plaza,"23.774242477535278, 90.41598794811036"
Jatrabari,"23.711063418981738, 90.43385801072442",Postogola,"23.693064987141877, 90.43013918400378"
Jatrabari,"23.711063418981738, 90.43385801072442",Press Club,"23.709590036781186, 90.42796922218056"
Jatrabari,"23.711063418981738, 90.43385801072442",Puran Dhaka,"23.722455864933664, 90.38776863791101"
Jatrabari,"23.711063418981738, 90.43385801072442",Purbachal,"23.8556826980268, 90.50487366755176"
Jatrabari,"23.711063418981738, 90.43385801072442",Rajlokkhi Complex,"23.864407298736335, 90.399736694929"
Jatrabari,"23.711063418981738, 90.43385801072442",Rajuk Trade Center,"23.829675820274574, 90.41942160842014"
Jatrabari,"23.711063418981738, 90.43385801072442",Ramna,"23.73741269764707, 90.40144483378396"
Jatrabari,"23.711063418981738, 90.43385801072442",Rampura,"23.760873486392178, 90.42061036978188"
Jatrabari,"23.711063418981738, 90.43385801072442",Rayer bazar,"23.743521887504897, 90.36167622278728"
Jatrabari,"23.711063418981738, 90.43385801072442",Rayerbagh,"23.694274567097093, 90.45737025358338"
Jatrabari,"23.711063418981738, 90.43385801072442",Rupayan Uttara,"23.876092417672627, 90.37956157905259"
Jatrabari,"23.711063418981738, 90.43385801072442",Rupnagar R/A,"23.809535473019103, 90.35632046141234"
Jatrabari,"23.711063418981738, 90.43385801072442",Sadarghat,"23.704920230821113, 90.41629392880428"
Jatrabari,"23.711063418981738, 90.43385801072442",Sarulia,"23.712142476085166, 90.49040399295345"
Jatrabari,"23.711063418981738, 90.43385801072442",Satrasta,"23.75768943973771, 90.39889324889458"
Jatrabari,"23.711063418981738, 90.43385801072442",Savar,"23.847235118940443, 90.25740482147071"
Jatrabari,"23.711063418981738, 90.43385801072442",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425"
Jatrabari,"23.711063418981738, 90.43385801072442",Science Lab,"23.739527493939022, 90.38380909504045"
Jatrabari,"23.711063418981738, 90.43385801072442",Secretariat,"23.728543737583582, 90.39658276608853"
Jatrabari,"23.711063418981738, 90.43385801072442",Shahbagh,"23.73926923300087, 90.39551308288586"
Jatrabari,"23.711063418981738, 90.43385801072442",Shahidbagh,"23.742568085752026, 90.42000928276717"
Jatrabari,"23.711063418981738, 90.43385801072442",Shahinbagh,"23.770207365917933, 90.39216831252685"
Jatrabari,"23.711063418981738, 90.43385801072442",Shahjadpur,"23.791699886032266, 90.42491413547074"
Jatrabari,"23.711063418981738, 90.43385801072442",Shahjahanpur,"23.744426914931378, 90.42353959302136"
Jatrabari,"23.711063418981738, 90.43385801072442",Shakhari Bazar,"23.710126004019056, 90.40968349492377"
Jatrabari,"23.711063418981738, 90.43385801072442",Shanir Akhra,"23.699506380859372, 90.45290987467429"
Jatrabari,"23.711063418981738, 90.43385801072442",Shankar,"23.750878640826883, 90.36846011026877"
Jatrabari,"23.711063418981738, 90.43385801072442",Shantibagh,"23.74526768465952, 90.41855520857388"
Jatrabari,"23.711063418981738, 90.43385801072442",Shapla Chattar,"23.726744038603808, 90.42164096026795"
Jatrabari,"23.711063418981738, 90.43385801072442",Shegunbagicha,"23.73366168283537, 90.40729600827689"
Jatrabari,"23.711063418981738, 90.43385801072442",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635"
Jatrabari,"23.711063418981738, 90.43385801072442",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298"
Jatrabari,"23.711063418981738, 90.43385801072442",Shewrapara,"23.79094369753041, 90.37486012421229"
Jatrabari,"23.711063418981738, 90.43385801072442",Shiddhirganj,"23.689641810056496, 90.48395242561817"
Jatrabari,"23.711063418981738, 90.43385801072442",Shishu Hospital,"23.774720021541565, 90.3696989138121"
Jatrabari,"23.711063418981738, 90.43385801072442",Shobujbagh,"23.738909741056833, 90.42960696421137"
Jatrabari,"23.711063418981738, 90.43385801072442",Shoinik Club,"23.791356222216844, 90.39944605687872"
Jatrabari,"23.711063418981738, 90.43385801072442",Shyamoli,"23.77090557917849, 90.36384806528564"
Jatrabari,"23.711063418981738, 90.43385801072442",Shyamoli Square,"23.77483882749372, 90.36544631026956"
Jatrabari,"23.711063418981738, 90.43385801072442",Shyampur,"23.684833927532342, 90.44638375214089"
Jatrabari,"23.711063418981738, 90.43385801072442",Signboard,"23.69196098222184, 90.48136792492541"
Jatrabari,"23.711063418981738, 90.43385801072442",Sony Cinema Hall,"23.800596723356385, 90.35531993725503"
Jatrabari,"23.711063418981738, 90.43385801072442",Square Hospital,"23.75311200932124, 90.381378314238"
Jatrabari,"23.711063418981738, 90.43385801072442",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964"
Jatrabari,"23.711063418981738, 90.43385801072442",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168"
Jatrabari,"23.711063418981738, 90.43385801072442",Sutrapur,"23.712143135744196, 90.41996290601092"
Jatrabari,"23.711063418981738, 90.43385801072442",Tajmahal Road,"23.76483026537131, 90.36213213725384"
Jatrabari,"23.711063418981738, 90.43385801072442",Tara Masjid,"23.716170089051165, 90.40181039294609"
Jatrabari,"23.711063418981738, 90.43385801072442",Technical,"23.78149787280003, 90.35246112771259"
Jatrabari,"23.711063418981738, 90.43385801072442",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859"
Jatrabari,"23.711063418981738, 90.43385801072442",Tejturi Bazar,"23.75623497189328, 90.39215451399026"
Jatrabari,"23.711063418981738, 90.43385801072442",Town Hall,"23.759739816492644, 90.36581120314878"
Jatrabari,"23.711063418981738, 90.43385801072442",TSC,"23.739363547539245, 90.39468747407993"
Jatrabari,"23.711063418981738, 90.43385801072442",UIU,"23.798010494541813, 90.44969926609087"
Jatrabari,"23.711063418981738, 90.43385801072442",Ulon,"23.763986452595397, 90.41828430393944"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttar Khan,"23.87273827035963, 90.44776664806828"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 1,"23.858105043986644, 90.4009780758213"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 10,"23.884070392009892, 90.38850341801871"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 11,"23.876169717607542, 90.38720611542203"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 12,"23.871433256654242, 90.38108824654972"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 13,"23.871433256654242, 90.38778814644556"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 14,"23.867765343508758, 90.38695906184307"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 15,"23.861049813204456, 90.37215101665535"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 16,"23.86851637822715, 90.35483474999478"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 17,"23.846880750905903, 90.36485540817216"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 18,"23.855123330036513, 90.35777437647893"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 4,"23.86243003091632, 90.40464203326769"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 5,"23.864761239707796, 90.38997472577391"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 6,"23.87139236941201, 90.40429178390336"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 7,"23.871372679180478, 90.39748761634495"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 8,"23.87642523160438, 90.4027025919781"
Jatrabari,"23.711063418981738, 90.43385801072442",Uttara 9,"23.877220546364615, 90.39735842321328"
Jatrabari,"23.711063418981738, 90.43385801072442",Vasantek,"23.807074919411175, 90.38923645387413"
Jatrabari,"23.711063418981738, 90.43385801072442",Wapda,"23.724329299083337, 90.42172598970535"
Jatrabari,"23.711063418981738, 90.43385801072442",Wari,"23.717804321750464, 90.41799751045865"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Joar Shahara,"23.816926903931567, 90.41893947305115"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Jolshiri,"23.81007584228034, 90.49972692490695"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Jurain,"23.687962263046284, 90.44262322792174"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kachpur,"23.705897322044212, 90.5213581626828"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kakrail,"23.7387925105459, 90.40645995663675"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kalabagan,"23.74959719710081, 90.3830759033639"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kallyanpur,"23.782258253681352, 90.35961198040336"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kalshi,"23.823541313441375, 90.37015398606336"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kamal Ataturk,"23.794078210371698, 90.40521536212151"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kamalapur,"23.733821343489772, 90.42606349885396"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kamrangirchar,"23.717770186971897, 90.36671103349613"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kawla,"23.845905008479725, 90.42007168933524"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Karwan Bazar,"23.75238303755729, 90.39412694572513"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Katabon,"23.737077270043894, 90.3872181292236"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kazipara,"23.80025882562028, 90.37172893669218"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Keraniganj,"23.701260609497933, 90.39758820710036"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Khilgaon,"23.75084886751309, 90.42072538370277"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Khilkhet,"23.831595302049916, 90.42442916348189"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kochukhet,"23.793829172704154, 90.3899307599325"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kuril,"23.819103914136477, 90.42182338455416"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kuril Flyover,"23.82144157155741, 90.4192998630174"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Kurmitola,"23.849581476455512, 90.40692877671945"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Labaid Gulshan,"23.79568677446299, 90.41290757246027"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Lalbagh,"23.718285441137922, 90.38666292370905"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Lalbagh Fort,"23.719076575141052, 90.38811667958046"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Lalmatia,"23.756310855321406, 90.36826726840225"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Le Meridian,"23.836505783720128, 90.41820316827958"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Linked Road,"23.74588618408847, 90.39368209492494"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Madani Avenue,"23.796522119458537, 90.41892630380953"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Malibagh,"23.748206666885658, 90.41264211577844"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Manikdi,"23.82593570985342, 90.39192385561175"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Maniknagar,"23.72485081206341, 90.43458203803982"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Matikata,"23.820603531946713, 90.3904670372557"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Matuail,"23.705993968841632, 90.462391270285"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 1,"23.799924575462516, 90.35540223205751"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 10,"23.80719467382045, 90.36908602159754"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 11,"23.818240932283558, 90.36712425455856"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 12,"23.82880505133161, 90.36427498908792"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 13,"23.81020599380865, 90.37763021591611"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 14,"23.798882729366266, 90.38675997138121"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 2,"23.807688826153495, 90.35653333865862"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur 6,"23.813477192366605, 90.3627958992709"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur Cantonment,"23.837133408249617, 90.36306303096637"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mirpur DOHS,"23.836393407300772, 90.36762887451556"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mitford Hospital,"23.710241130066684, 90.40146387971537"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Moghbazar,"23.749429419450692, 90.40863148744401"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mohakhali,"23.777854677596434, 90.40604839490996"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mohakhali DOHS,"23.78278751597978, 90.39544927255388"
Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746"
