Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block D,"23.815210726954167, 90.43302101821708",11.38,11.38,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block E,"23.81019793984092, 90.4327785621583",11.14,11.14,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block F,"23.821188569971465, 90.4332893983635",13.94,13.94,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block G,"23.825185513881646, 90.43336989142703",13.78,13.78,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block H,"23.825616759705525, 90.43910577635016",13.12,13.12,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block I,"23.82042119889173, 90.43856529566207",11.52,11.52,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block J,"23.824910334974465, 90.44234315790804",13.15,13.15,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block K,"23.823004540402223, 90.44475635790837",13.58,13.58,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block L,"23.820766766555288, 90.44883331554995",13.06,13.06,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block M,"23.820570468762917, 90.45608600861756",14.6,14.6,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block N,"23.812690717028516, 90.46931281108469",16.25,12.55,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",7.17,7.17,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Gate,"23.811875111391196, 90.4214912547236",12.2,12.2,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bijoy Sarani,"23.765074098817312, 90.38619011026924",9.58,9.58,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bijoynagar,"23.73469869947737, 90.41077232376051",6.52,6.52,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",BNS,"23.871046444820042, 90.40003507958563",18.39,18.39,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bongshal,"23.717267299148716, 90.40244543195982",10.37,10.37,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bosila,"23.755536214623834, 90.3561451998845",11.53,11.53,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Botanical Garden,"23.81353999494071, 90.34753307433435",17.24,17.24,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Brac University,"23.773372892644524, 90.42482029492592",3.62,3.62,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",BUET,"23.726717170489835, 90.39263491266497",9.1,9.1,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Buriganga Bridge,"23.70898069854497, 90.40159267958012",11.37,11.37,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chairman Bari,"23.788615672371655, 90.40060816109144",7.87,7.87,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chandni Chawk Market,"23.733968595123564, 90.38483127181993",9.79,9.8,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chandrima Model Town,"23.755862234916634, 90.33788067958173",14.1,14.06,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chandrima Udyan,"23.766853501013795, 90.37808615074623",11.32,11.32,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chawk Bazar,"23.716016462326913, 90.39589182143904",9.99,9.99,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chawkbazar Shahi Mosque,"23.716081670095274, 90.39598779046787",9.98,9.98,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Chowdhuripara,"23.753676744513747, 90.41950780332495",4.19,4.19,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Curzon Hall,"23.72754625142948, 90.40189379492435",8.22,8.22,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dakshin Khan,"23.861187306883544, 90.42341146206438",19.81,19.89,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Demra,"23.720722354482266, 90.48082217630154",8.52,8.89,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhaka Airport,"23.843630641810666, 90.40288227958474",16.19,16.19,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhaka College,"23.735731619622754, 90.38374921026826",10.67,10.67,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",8.67,8.67,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhaka University,"23.73409560015957, 90.39294665259638",9.02,9.02,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhakeshwari Temple,"23.723505780259483, 90.39006818516404",10.07,10.07,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",8.78,8.78,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",10.36,10.36,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",10.03,10.03,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",8.74,8.74,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",9.93,9.93,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",8.9,8.9,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",10.24,10.24,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",9.01,9.01,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",9.91,9.91,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",9.2,9.2,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928",9.16,9.16,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",9.58,9.58,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894",9.82,9.82,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238",9.89,9.89,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252",10.42,10.42,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198",9.0,9.0,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237",11.46,11.46,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",8.96,8.96,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056",11.39,11.39,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",8.51,8.51,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",9.91,9.91,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",8.61,8.61,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",11.24,11.24,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",8.3,8.3,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",11.36,11.36,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",9.27,9.27,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",10.88,10.88,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",DIT Project,"23.773401431652626, 90.42539669118638",3.27,3.27,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Dokkhingao,"23.7413448466662, 90.44700618824636",3.51,2.7,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Donia,"23.70373276674018, 90.44888702333212",12.62,10.2,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",East Rampura,"23.760466063044532, 90.42019006001247",3.24,3.24,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",East West University,"23.768805486749752, 90.42546167958218",4.76,4.76,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",ECB chattar,"23.824355833272744, 90.39334294663293",12.29,12.29,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Eden Mohila College,"23.727969663293113, 90.38634073725261",9.96,9.96,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Elephant Road,"23.739201420708195, 90.3871715084171",9.43,9.43,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",New Eskaton,"23.74718832521819, 90.39926359648726",7.66,7.66,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Evercare Hospital,"23.810482241984165, 90.43129699095799",12.07,12.07,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Fakirapool,"23.732659171031635, 90.41697754122195",6.88,6.88,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Farmgate,"23.756173521829375, 90.38704401820739",8.3,8.3,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Fullar Road,"23.73073816057924, 90.39176972190907",9.24,9.24,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Gabtoli,"23.78375365953661, 90.34394491819548",15.85,15.85,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Gandaria,"23.702360538127046, 90.42634796579934",11.66,12.02,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Gausia Market,"23.734500093179562, 90.38484896905942",9.38,9.38,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Golapbagh,"23.718521712715287, 90.42874810241406",5.93,5.93,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Green Road,"23.74918962367928, 90.38642243725327",7.81,7.81,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Gulshan 1,"23.782041809012444, 90.41583890444907",5.55,5.55,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Gulshan 2,"23.79478879910383, 90.41424260763533",7.69,7.69,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Gulshan Lake Park,"23.801626689033203, 90.40980846609096",8.68,8.68,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Hatirjheel,"23.76902204182111, 90.42262363725398",5.48,5.48,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Hazaribagh,"23.736152277002102, 90.36290984047166",12.4,12.4,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",High Court area,"23.73090866273321, 90.40338923639176",9.16,9.16,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",6.52,6.52,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Hoseni Dalan,"23.722583647017565, 90.39810674095497",8.9,8.9,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",House Building,"23.87444587344512, 90.40013415260117",18.68,18.68,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Ibrahimpur,"23.79430766996591, 90.38366581364772",11.81,11.29,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",9.95,9.95,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Islampur,"23.71111601031198, 90.4054698660879",10.25,10.25,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Ittefaq Mor,"23.721547707395114, 90.42111636584217",8.63,8.63,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jagannath University,"23.708881117200264, 90.41038871597911",9.88,9.88,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jamuna Future Park,"23.81379627952912, 90.42422856609141",10.79,10.79,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Japan Garden City,"23.764672297272995, 90.35849825973594",11.81,11.81,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jashimuddin,"23.861451280586365, 90.39561934572605",17.9,17.9,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jatrabari,"23.711063418981738, 90.43385801072442",10.91,7.02,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",10.26,10.26,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Joar Shahara,"23.816926903931567, 90.41893947305115",8.6,8.69,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jolshiri,"23.81007584228034, 90.49972692490695",22.83,15.72,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Jurain,"23.687962263046284, 90.44262322792174",14.36,12.24,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kachpur,"23.705897322044212, 90.5213581626828",12.16,12.16,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kakrail,"23.7387925105459, 90.40645995663675",6.75,6.8,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kalabagan,"23.74959719710081, 90.3830759033639",8.28,8.28,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kallyanpur,"23.782258253681352, 90.35961198040336",13.51,14.36,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kalshi,"23.823541313441375, 90.37015398606336",15.04,15.04,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kamal Ataturk,"23.794078210371698, 90.40521536212151",8.36,8.36,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kamalapur,"23.733821343489772, 90.42606349885396",6.8,6.8,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kamrangirchar,"23.717770186971897, 90.36671103349613",12.68,12.75,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kawla,"23.845905008479725, 90.42007168933524",17.3,17.29,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Karwan Bazar,"23.75238303755729, 90.39412694572513",7.28,7.28,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Katabon,"23.737077270043894, 90.3872181292236",9.04,9.04,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kazipara,"23.80025882562028, 90.37172893669218",13.19,13.19,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Keraniganj,"23.701260609497933, 90.39758820710036",11.31,11.31,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",10.73,10.73,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Khilgaon,"23.75084886751309, 90.42072538370277",4.72,4.72,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Khilkhet,"23.831595302049916, 90.42442916348189",11.62,11.64,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kochukhet,"23.793829172704154, 90.3899307599325",11.19,10.99,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kuril,"23.819103914136477, 90.42182338455416",9.96,9.96,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kuril Flyover,"23.82144157155741, 90.4192998630174",16.57,16.57,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Kurmitola,"23.849581476455512, 90.40692877671945",16.09,16.09,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Labaid Gulshan,"23.79568677446299, 90.41290757246027",7.69,7.69,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Lalbagh,"23.718285441137922, 90.38666292370905",10.71,10.71,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Lalbagh Fort,"23.719076575141052, 90.38811667958046",10.56,10.56,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Lalmatia,"23.756310855321406, 90.36826726840225",10.22,10.22,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Le Meridian,"23.836505783720128, 90.41820316827958",13.84,13.84,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Linked Road,"23.74588618408847, 90.39368209492494",7.52,7.52,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Madani Avenue,"23.796522119458537, 90.41892630380953",8.2,8.2,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Malibagh,"23.748206666885658, 90.41264211577844",4.62,4.62,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Manikdi,"23.82593570985342, 90.39192385561175",12.84,12.84,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Maniknagar,"23.72485081206341, 90.43458203803982",4.7,4.7,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Matikata,"23.820603531946713, 90.3904670372557",16.23,16.23,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Matuail,"23.705993968841632, 90.462391270285",10.98,9.33,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 1,"23.799924575462516, 90.35540223205751",15.59,15.59,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 10,"23.80719467382045, 90.36908602159754",14.01,14.01,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 11,"23.818240932283558, 90.36712425455856",15.17,15.17,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 12,"23.82880505133161, 90.36427498908792",15.87,15.87,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 13,"23.81020599380865, 90.37763021591611",13.26,13.26,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 14,"23.798882729366266, 90.38675997138121",13.18,13.18,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 2,"23.807688826153495, 90.35653333865862",15.8,15.8,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur 6,"23.813477192366605, 90.3627958992709",15.16,15.16,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur Cantonment,"23.837133408249617, 90.36306303096637",16.63,16.63,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mirpur DOHS,"23.836393407300772, 90.36762887451556",16.36,16.36,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Mitford Hospital,"23.710241130066684, 90.40146387971537",10.36,10.36,,
